2696,,0,0,443,69,276
2697,,0,11,443,69,276
2698,,0,-3,444,93,276
2699,,0,-1,444,93,276
2700,,0,0,424,93,296
2701,,0,1,424,163,296
2702,,0,0,385,172,334
2703,,0,1,385,185,334
2704,,0,24,385,185,334
2705,,0,25,430,275,292
2706,,0,47,427,275,292
2707,,0,88,472,275,250
2708,,0,119,470,275,250
2709,,0,132,470,275,250
2710,,0,186,499,275,250
2711,,0,251,581,198,141
2712,,0,342,576,198,141
2713,,0,424,601,208,148
2714,,0,520,643,218,71
2928,,0,237,658,129,62
2929,,0,162,613,179,107
2930,,0,133,569,179,150
2931,,0,75,537,245,182
2932,,0,41,509,269,211
2933,,0,14,482,290,241
2934,,0,12,481,219,241
2935,,0,0,460,207,256
2936,,0,0,451,174,256
2937,,0,0,448,174,256
2938,,0,-1,456,174,256
2939,,0,-1,463,174,256
2940,,0,0,463,174,256
2941,,0,-1,452,97,256
2942,,0,0,440,108,279
2943,,0,-1,435,83,279
2944,,0,-1,490,83,230
2945,,0,-2,491,83,230
2946,,0,-4,492,83,230
2947,,0,-3,492,83,230
2948,,0,-6,488,87,241
2949,,0,-5,489,87,241
2950,,0,-9,485,92,254
2951,,0,-8,486,92,254
5460,,0,0,569,86,151
5461,,0,-1,574,86,151
5462,,0,-1,572,86,151
5463,,0,0,569,86,151
5464,,0,1,568,118,151
5465,,0,-1,510,122,210
5466,,0,0,504,122,210
5467,,0,-1,510,170,210
5468,,0,-3,508,170,210
5469,,0,0,509,170,210
5470,,0,53,582,170,138
5471,,0,102,584,170,138
5472,,0,156,583,170,138
5473,,0,211,679,170,42
5641,,0,0,490,41,149
5642,,0,0,494,41,149
5643,,0,-5,441,77,166
5644,,0,-5,371,93,243
5645,,0,1,372,93,243
5646,,0,1,363,93,243
5647,,0,2,364,107,269
5648,,0,-1,366,107,269
5649,,0,-1,371,156,332
5650,,0,-7,384,156,332
5651,,0,13,373,156,332
5652,,0,24,376,156,332
5653,,0,37,377,156,332
5654,,0,38,408,156,332
5655,,0,48,410,156,332
5656,,0,62,417,156,332
5657,,0,86,423,156,332
5658,,0,99,424,156,332
5659,,0,116,428,156,332
5660,,0,144,452,156,332
5661,,0,151,409,156,332
5662,,0,158,414,156,332
5663,,0,173,423,156,332
5664,,0,182,435,156,332
5665,,0,197,448,156,332
5666,,0,207,464,156,332
5667,,0,216,495,149,316
5668,,0,237,496,156,332
5669,,0,241,518,156,332
5670,,0,277,524,239,200
5671,,0,274,520,239,200
5672,,0,317,549,239,200
5673,,0,336,583,239,136
5674,,0,372,588,239,136
5675,,0,416,625,207,89
5676,,0,466,630,207,89
5677,,0,529,654,207,89
5678,,0,604,655,217,62
6054,,0,153,647,122,73
6055,,0,87,620,171,100
6056,,0,44,564,246,156
6057,,0,20,542,213,178
6058,,0,1,499,213,220
6059,,0,0,499,213,220
6060,,0,-1,489,213,220
6061,,0,-8,458,154,274
6062,,0,-11,459,154,274
6063,,0,-12,463,154,274
6064,,0,-18,444,112,274
6065,,0,-18,444,112,274
6066,,0,-19,445,112,274
6067,,0,-20,446,112,274
6068,,0,-21,446,112,274
6069,,0,-21,446,112,274
6070,,0,-22,445,112,274
6071,,0,-22,445,112,274
6072,,0,-23,446,112,274
6073,,0,-23,445,112,274
6181,,0,0,587,64,130
6182,,0,5,590,64,130
6183,,0,-1,575,77,145
6184,,0,29,592,77,145
6185,,0,-11,543,187,170
6186,,0,-1,546,187,170
6187,,0,30,623,157,97
6188,,0,67,653,157,69
7425,stand/move/aid,6,673,668,155,52
7426,stand/move/aid,6,605,664,155,52
7427,stand/move/aid,6,568,625,155,82
7428,stand/move/aid,6,515,609,185,108
7429,stand/move/aid,6,495,602,185,108
7430,stand/move/aid,6,475,575,186,150
7431,stand/move/aid,6,468,533,269,188
7432,stand/move/aid,6,435,528,269,188
7433,stand/move/aid,6,447,503,286,215
7434,stand/move/aid,6,417,492,305,227
7435,stand/move/aid,6,390,492,305,227
7436,stand/move/aid,6,377,493,305,227
7437,stand/move/aid,6,369,489,305,227
7438,stand/move/aid,6,368,427,305,295
7439,stand/move/aid,6,356,425,305,295
7440,stand/move/aid,6,359,412,305,295
7441,stand/move/aid,6,362,373,303,347
7442,stand/move/aid,6,361,373,303,347
7443,stand/move/aid,6,361,373,303,347
7444,stand/move/aid,6,363,336,303,377
7445,stand/move/aid,6,362,342,303,377
7446,stand/move/aid,6,363,342,303,377
7447,stand/move/aid,6,363,340,303,377
7448,stand/move/aid,6,364,334,303,377
7449,stand/move/aid,6,367,324,303,377
7450,stand/move/aid,6,411,283,284,434
7451,stand/move/aid,6,410,281,284,434
7452,stand/move/aid,6,418,273,284,434
7453,stand/move/aid,6,421,265,284,434
7454,stand/move/aid,6,422,247,284,474
7455,stand/move/aid,6,419,239,284,474
7456,stand/move/aid,6,421,227,284,474
7457,stand/move/aid,6,423,218,284,474
7458,stand/move/aid,6,424,208,284,514
7459,stand/move/aid,6,421,194,284,514
7460,stand/move/aid,6,425,189,284,514
7461,stand/move/aid,6,470,203,236,514
7462,stand/move/aid,6,466,175,236,514
7463,stand/move/aid,6,468,172,236,514
7464,stand/move/aid,6,468,166,236,514
7465,stand/move/aid,6,473,173,225,490
7466,stand/move/aid,6,477,182,214,466
7467,stand/move/aid,6,476,178,214,466
7468,stand/move/aid,6,480,168,214,466
7469,stand/move/aid,6,484,161,214,466
7470,stand/move/aid,6,491,149,214,466
7471,stand/move/aid,6,494,143,214,466
7472,stand/move/aid,6,500,160,204,444
7473,stand/move/aid,6,502,155,204,444
7474,stand/move/aid,6,502,161,204,444
7475,stand/move/aid,6,502,161,204,444
7476,stand/move/aid,6,503,151,204,444
7477,stand/move/aid,6,504,142,204,444
7478,stand/move/aid,6,504,147,204,444
7479,stand/move/aid,6,506,143,204,444
7480,stand/move/aid,6,511,139,204,444
7481,stand/move/aid,6,513,139,204,444
7482,stand/move/aid,6,522,138,194,423
7483,stand/move/aid,6,524,131,194,423
7484,stand/move/aid,6,526,126,194,423
7485,stand/move/aid,6,526,125,194,423
7486,stand/move/aid,6,531,130,185,403
7487,stand/move/aid,6,538,126,176,384
7488,stand/move/aid,6,539,123,176,384
7489,stand/move/aid,6,545,129,168,365
7490,stand/move/aid,6,552,134,160,348
7491,stand/move/aid,6,559,135,152,331
7492,stand/move/aid,6,561,130,152,331
7493,stand/move/aid,6,565,137,145,316
7494,stand/move/aid,6,567,136,145,316
7495,stand/move/aid,6,567,136,145,316
7496,stand/move/aid,6,566,131,145,316
7497,stand/move/aid,6,566,107,145,339
7498,stand/move/aid,6,567,107,145,339
7499,stand/move/aid,6,570,106,145,339
7500,stand/move/aid,6,573,106,145,339
7501,stand/move/aid,6,576,102,145,339
7502,stand/move/aid,6,590,86,145,339
7503,stand/move/aid,6,585,88,145,339
7504,stand/move/aid,6,586,85,145,339
7505,stand/move/aid,6,587,81,145,339
7506,stand/move/aid,6,588,78,145,339
7507,stand/move/aid,6,590,76,145,339
7508,stand/move/aid,6,590,75,145,339
7509,stand/move/aid,6,593,73,145,339
7510,stand/move/aid,6,598,77,138,323
7511,stand/move/aid,6,601,84,132,307
7512,stand/move/aid,6,602,84,132,307
7513,stand/move/aid,6,605,90,125,293
7514,stand/move/aid,6,604,89,125,293
7515,stand/move/aid,6,603,87,125,293
7516,stand/move/aid,6,604,85,125,293
7517,stand/move/aid,6,603,79,132,307
7518,stand/move/aid,6,604,74,132,307
7519,stand/move/aid,6,606,71,132,307
7520,stand/move/aid,6,607,65,132,307
7521,stand/move/aid,6,607,66,132,307
7522,stand/move/aid,6,610,68,125,293
7523,stand/move/aid,6,608,64,132,307
7524,stand/move/aid,6,606,63,132,307
7525,stand/move/aid,6,610,69,125,293
7526,stand/move/aid,6,616,75,119,279
7527,stand/move/aid,6,619,68,119,279
7528,stand/move/aid,6,626,73,114,266
7529,stand/move/aid,6,624,67,119,279
7530,stand/move/aid,6,627,66,119,279
7531,stand/move/aid,6,626,67,119,279
7532,stand/move/aid,6,631,71,114,266
7533,stand/move/aid,6,632,58,114,266
7534,stand/move/aid,6,635,64,108,253
7535,stand/move/aid,6,636,63,108,253
7536,stand/move/aid,6,638,64,108,253
7537,stand/move/aid,6,637,59,108,253
7538,stand/move/aid,6,638,60,103,241
7539,stand/move/aid,6,637,56,108,253
7540,stand/move/aid,6,640,61,103,241
7541,stand/move/aid,6,640,61,103,241
7542,stand,6,642,67,98,259
7543,stand,6,644,68,98,259
7544,stand,6,644,70,98,259
7545,stand,6,645,72,98,259
7546,stand,6,645,71,98,259
7547,stand,6,646,71,98,259
7548,stand,6,647,76,93,247
7549,stand,6,647,76,93,247
7550,stand,6,647,74,93,247
7551,stand,6,648,75,93,247
7552,stand,6,649,75,93,247
7553,stand,6,648,75,93,247
7554,stand,6,648,74,93,247
7555,stand,6,648,74,93,247
7556,stand,6,649,75,93,247
7557,stand,6,649,75,93,247
7558,stand,6,649,74,93,247
7559,stand,6,648,75,93,247
7560,stand,6,650,74,93,247
7561,stand,6,649,74,93,247
7562,stand,6,648,75,93,247
7563,stand,6,649,75,93,247
7564,stand,6,649,76,93,247
7565,stand,6,649,74,93,247
7566,stand,6,650,75,93,247
7567,stand,6,649,75,93,247
7568,stand,6,649,75,93,247
7569,stand,6,649,72,93,247
7570,stand,6,650,75,93,247
7571,stand,6,650,75,93,247
7572,stand,6,649,74,93,247
7573,stand,6,650,75,93,247
7574,stand,6,650,75,93,247
7575,stand,6,651,74,93,247
7576,stand,6,647,69,98,259
7577,stand,6,650,74,93,247
7578,stand,6,648,70,98,259
7579,stand,6,648,72,98,259
7580,stand,6,648,70,98,259
7581,stand,6,649,68,98,259
7582,stand,6,649,69,98,259
7583,stand,6,649,69,98,259
7584,stand,6,649,69,98,259
7585,stand,6,648,69,98,259
7586,stand,6,647,69,98,259
7587,stand,6,649,73,98,259
7588,stand,6,647,71,98,259
7589,stand,6,648,71,98,259
7590,stand,6,648,71,98,259
7591,stand,6,648,71,98,259
7592,stand,6,647,72,98,259
7593,stand,6,648,71,98,259
7594,stand,6,648,72,98,259
7595,stand,6,648,72,98,259
7596,stand,6,648,72,98,259
7597,stand,6,648,71,98,259
7598,stand,6,647,72,98,259
7599,stand,6,647,71,98,259
7600,stand,6,648,72,98,259
7601,stand,6,648,72,98,259
7602,stand,6,649,74,98,259
7603,stand,6,649,73,98,259
7604,stand,6,649,72,98,259
7605,stand,6,648,73,98,259
7606,stand,6,649,71,98,259
7607,stand,6,648,72,98,259
7608,stand,6,648,73,98,259
7609,stand,6,650,73,98,259
7610,stand,6,649,73,98,259
7611,stand,6,650,76,98,259
7612,stand,6,649,72,98,259
7613,stand,6,649,74,98,259
7614,stand,6,650,76,98,259
7615,stand,6,650,76,98,259
7616,stand,6,651,75,98,259
7617,stand,6,651,75,98,259
7618,stand,6,651,75,98,259
7619,stand,6,650,76,98,259
7620,stand,6,651,74,98,259
7621,stand,6,652,78,98,259
7622,stand,6,657,84,93,247
7623,stand,6,656,84,93,247
7624,stand,6,656,83,93,247
7625,stand,6,656,84,93,247
7626,stand,6,656,85,93,247
7627,stand,6,657,85,93,247
7628,stand,6,657,83,93,247
7629,stand,6,657,83,93,247
7630,stand,6,657,83,93,247
7631,stand,6,657,84,93,247
7632,stand,6,657,85,93,247
7633,stand,6,657,85,93,247
7634,stand,6,658,85,93,247
7635,stand,6,658,83,93,247
7636,stand,6,658,85,93,247
7637,stand,6,658,86,93,247
7638,stand,6,657,87,93,247
7639,stand,6,657,86,93,247
7640,stand,6,658,84,93,247
7641,stand,6,658,85,93,247
7642,stand,6,658,81,93,247
7643,stand,6,658,84,93,247
7644,stand,6,656,84,93,247
7645,stand,6,656,83,93,247
7646,stand,6,657,82,93,247
7647,stand,6,658,82,93,247
7648,stand,6,658,82,93,247
7649,stand,6,657,84,93,247
7650,stand,6,656,84,93,247
7651,stand,6,657,83,93,247
7652,stand,6,656,83,93,247
7653,stand,6,657,84,93,247
7654,stand,6,656,85,93,247
7655,stand,6,656,85,93,247
7656,stand,6,656,87,93,247
7657,stand,6,657,87,93,247
7658,stand,6,657,87,93,247
7659,stand,6,657,87,93,247
7660,stand,6,656,86,93,247
7661,stand,6,653,82,98,259
7662,stand,6,654,81,98,259
7663,stand,6,653,82,98,259
7664,stand,6,652,81,98,259
7665,stand,6,653,82,98,259
7666,stand,6,652,82,98,259
7667,stand,6,653,81,98,259
7668,stand,6,653,82,98,259
7669,stand,6,653,81,98,259
7670,stand,6,658,82,119,259
7671,stand,6,653,82,119,259
7672,stand,6,652,83,119,259
7673,stand,6,651,83,119,259
7674,stand,6,652,83,119,259
7675,stand,6,651,82,119,259
7676,stand,6,652,82,119,259
7677,stand,6,652,82,119,259
7678,stand,6,651,83,119,259
7679,stand,6,651,83,119,259
7680,stand,6,652,83,119,259
7681,stand,6,652,82,119,259
7682,stand,6,652,83,119,259
7683,stand,6,651,82,119,259
7684,stand,6,651,82,119,259
7685,stand,6,650,82,119,259
7686,stand,6,651,82,119,259
7687,stand,6,651,82,119,259
7688,stand,6,649,84,119,259
7689,stand,6,650,84,119,259
7690,stand,6,651,89,113,247
7691,stand,6,649,84,119,259
7692,stand,6,648,83,119,259
7693,stand,6,648,83,119,259
7694,stand,6,648,82,119,259
7695,stand,6,648,83,119,259
7696,stand,6,647,82,119,259
7697,stand,6,647,82,119,259
7698,stand,6,648,83,119,259
7699,stand,6,648,83,119,259
7700,stand,6,646,84,119,259
7701,stand,6,643,77,125,272
7702,stand,6,647,84,119,259
7703,stand,6,647,84,119,259
7704,stand,6,647,83,119,259
7705,stand,6,648,85,119,259
7706,stand,6,646,84,119,259
7707,stand,6,647,84,119,259
7708,stand,6,647,84,119,259
7709,stand,6,647,82,119,259
7710,stand,6,647,85,119,259
7711,stand,6,646,82,119,259
7712,stand,6,646,84,119,259
7713,stand,6,648,84,119,259
7714,stand,6,648,85,119,259
7715,stand,6,648,85,119,259
7716,stand,6,646,85,119,259
7717,stand,6,648,83,119,259
7718,stand,6,648,84,119,259
7719,stand,6,647,84,119,259
7720,stand,6,647,84,119,259
7721,stand,6,647,84,119,259
7722,stand,6,647,82,119,259
7723,stand,6,648,83,119,259
7724,stand,6,647,84,119,259
7725,stand,6,647,84,119,259
7726,stand,6,647,83,119,259
7727,stand,6,648,83,119,259
7728,stand,6,648,82,119,259
7729,stand,6,648,83,119,259
7730,stand,6,648,83,119,259
7731,stand,6,647,82,119,259
7732,stand,6,647,82,119,259
7733,stand,6,649,83,119,259
7734,stand,6,649,84,119,259
7735,stand,6,652,89,113,247
7736,stand,6,652,89,113,247
7737,stand,6,651,90,113,247
7738,stand,6,651,88,113,247
7739,stand,6,648,82,119,259
7740,stand,6,649,83,119,259
7741,stand,6,649,83,119,259
7742,stand,6,648,82,119,259
7743,stand,6,648,83,119,259
7744,stand,6,650,84,119,259
7745,stand,6,648,83,119,259
7746,stand,6,649,84,119,259
7747,stand,6,649,84,119,259
7748,stand,6,648,83,119,259
7749,stand,6,650,83,119,259
7750,stand,6,649,84,119,259
7751,stand,6,649,84,119,259
7752,stand,6,649,84,119,259
7753,stand,6,649,83,119,259
7754,stand,6,649,83,119,259
7755,stand,6,649,83,119,259
7756,stand,6,650,85,119,259
7757,stand,6,650,84,119,259
7758,stand,6,649,84,119,259
7759,stand,6,649,83,119,259
7760,stand,6,649,85,119,259
7761,stand,6,649,84,119,259
7762,stand,6,649,82,119,259
7763,stand,6,649,83,119,259
7764,stand,6,649,85,119,259
7765,stand,6,649,84,119,259
7766,stand,6,649,84,119,259
7767,stand,6,650,85,119,259
7768,stand,6,650,83,119,259
7769,stand,6,649,84,119,259
7770,stand,6,649,83,119,259
7771,stand,6,649,83,119,259
7772,stand,6,649,85,119,259
7773,stand,6,650,85,119,259
7774,stand,6,650,85,119,259
7775,stand,6,649,83,119,259
7776,stand,6,650,84,119,259
7777,stand,6,650,84,119,259
7778,stand,6,649,84,119,259
7779,stand,6,650,83,119,259
7780,stand,6,650,84,119,259
7781,stand,6,649,84,119,259
7782,stand,6,650,84,119,259
7783,stand,6,649,84,119,259
7784,stand,6,649,86,119,259
7785,stand,6,649,85,119,259
7786,stand,6,649,85,119,259
7787,stand,6,650,86,119,259
7788,stand,6,650,86,119,259
7789,stand,6,649,85,119,259
7790,stand,6,650,86,119,259
7791,stand,6,649,86,119,259
7792,stand,6,648,86,119,259
7793,stand,6,649,86,119,259
7794,stand,6,649,87,119,259
7795,stand,6,649,87,119,259
7796,stand,6,649,87,119,259
7797,stand,6,650,86,119,259
7798,stand,6,648,86,119,259
7799,stand,6,648,86,119,259
7800,stand,6,648,86,119,259
7801,stand,6,649,87,119,259
7802,stand,6,649,87,119,259
7803,stand,6,648,85,119,259
7804,stand,6,648,87,119,259
7805,stand,6,649,86,119,259
7806,stand,6,649,86,119,259
7807,stand,6,649,87,119,259
7808,stand,6,648,87,119,259
7809,stand,6,649,87,119,259
7810,stand,6,648,87,119,259
7811,stand,6,647,86,119,259
7812,stand,6,647,83,119,259
7813,stand,6,647,85,119,259
7814,stand,6,648,85,119,259
7815,stand,6,648,84,119,259
7816,stand,6,647,85,119,259
7817,stand,6,647,84,119,259
7818,stand,6,648,84,119,259
7819,stand,6,647,85,119,259
7820,stand,6,647,83,119,259
7821,stand,6,647,84,119,259
7822,stand,6,647,82,119,259
7823,stand,6,647,84,119,259
7824,stand,6,648,85,119,259
7825,stand,6,647,82,119,259
7826,stand,6,648,82,119,259
7827,stand,6,647,84,119,259
7828,stand,6,648,82,119,259
7829,stand,6,647,83,119,259
7830,stand,6,648,82,119,259
7831,stand,6,647,82,119,259
7832,stand,6,648,83,119,259
7833,stand,6,647,83,119,259
7834,stand,6,647,83,119,259
7835,stand,6,647,82,119,259
7836,stand,6,648,82,119,259
7837,stand,6,647,82,119,259
7838,stand,6,648,82,119,259
7839,stand,6,648,82,119,259
7840,stand,6,649,86,119,259
7841,stand,6,650,85,119,259
7842,stand,6,650,86,119,259
7843,stand,6,650,85,119,259
7844,stand,6,650,85,119,259
7845,stand,6,650,86,119,259
7846,stand,6,650,85,119,259
7847,stand,6,649,86,119,259
7848,stand,6,650,83,119,259
7849,stand,6,649,82,119,259
7850,stand,6,650,82,119,259
7851,stand,6,649,83,119,259
7852,stand,6,649,83,119,259
7853,stand,6,650,82,119,259
7854,stand,6,649,82,119,259
7855,stand,6,649,82,119,259
7856,stand,6,649,82,119,259
7857,stand,6,650,82,119,259
7858,stand,6,649,82,119,259
7859,stand,6,649,82,119,259
7860,stand,6,649,82,119,259
7861,stand,6,650,82,119,259
7862,stand,6,649,82,119,259
7863,stand,6,649,82,119,259
7864,stand,6,649,82,119,259
7865,stand,6,650,82,119,259
7866,stand,6,649,86,119,259
7867,stand,6,650,85,119,259
7868,stand,6,649,85,119,259
7869,stand,6,649,83,119,259
7870,stand,6,648,83,119,259
7871,stand,6,648,83,119,259
7872,stand,6,649,83,119,259
7873,stand,6,649,84,119,259
7874,stand,6,648,84,119,259
7875,stand,6,648,83,119,259
7876,stand,6,649,83,119,259
7877,stand,6,648,84,119,259
7878,stand,6,648,83,119,259
7879,stand,6,648,83,119,259
7880,stand,6,648,84,119,259
7881,stand,6,648,83,119,259
7882,stand,6,648,83,119,259
7883,stand,6,648,83,119,259
7884,stand,6,649,82,119,259
7885,stand,6,648,82,119,259
7886,stand,6,648,82,119,259
7887,stand,6,648,82,119,259
7888,stand,6,648,83,119,259
7889,stand,6,649,82,119,259
7890,stand,6,649,82,119,259
7891,stand,6,648,82,119,259
7892,stand,6,648,83,119,259
7893,stand,6,649,83,119,259
7894,stand,6,648,82,119,259
7895,stand,6,648,83,119,259
7896,stand,6,649,83,119,259
7897,stand,6,648,83,119,259
7898,stand,6,649,82,119,259
7899,stand,6,649,82,119,259
7900,stand,6,648,82,119,259
7901,stand,6,649,83,119,259
7902,stand,6,649,82,119,259
7903,stand,6,648,83,119,259
7904,stand,6,649,83,119,259
7905,stand,6,648,82,119,259
7906,stand,6,648,83,119,259
7907,stand,6,649,83,119,259
7908,stand,6,649,82,119,259
7909,stand,6,650,82,119,259
7910,stand,6,650,83,119,259
7911,stand,6,649,82,119,259
7912,stand,6,650,82,119,259
7913,stand,6,650,83,119,259
7914,stand,6,650,82,119,259
7915,stand,6,649,82,119,259
7916,stand,6,650,83,119,259
7917,stand,6,649,82,119,259
7918,stand,6,650,83,119,259
7919,stand,6,650,83,119,259
7920,stand,6,649,82,119,259
7921,stand,6,650,83,119,259
7922,stand,6,649,83,119,259
7923,stand,6,650,83,119,259
7924,stand,6,649,82,119,259
7925,stand,6,648,83,119,259
7926,stand,6,649,83,119,259
7927,stand,6,648,83,119,259
7928,stand,6,649,83,119,259
7929,stand,6,649,82,119,259
7930,stand,6,648,83,119,259
7931,stand,6,649,82,119,259
7932,stand,6,649,82,119,259
7933,stand,6,649,82,119,259
7934,stand,6,649,82,119,259
7935,stand,6,649,82,119,259
7936,stand,6,649,82,119,259
7937,stand,6,649,83,119,259
7938,stand,6,648,82,119,259
7939,stand,6,649,83,119,259
7940,stand,6,649,83,119,259
7941,stand,6,649,83,119,259
7942,stand,6,649,83,119,259
7943,stand,6,649,82,119,259
7944,stand,6,649,83,119,259
7945,stand,6,649,83,119,259
7946,stand,6,649,83,119,259
7947,stand,6,649,82,119,259
7948,stand,6,649,83,119,259
7949,stand,6,649,83,119,259
7950,stand,6,649,83,119,259
7951,stand,6,649,83,119,259
7952,stand,6,649,83,119,259
7953,stand,6,648,83,119,259
7954,stand,6,649,82,119,259
7955,stand,6,648,82,119,259
7956,stand,6,648,82,119,259
7957,stand,6,648,81,119,259
7958,stand,6,648,82,119,259
7959,stand,6,649,81,119,259
7960,stand,6,647,82,119,259
7961,stand,6,648,82,119,259
7962,stand,6,649,82,119,259
7963,stand,6,647,81,119,259
7964,stand,6,647,82,119,259
7965,stand,6,648,81,119,259
7966,stand,6,647,81,119,259
7967,stand,6,648,82,119,259
7968,stand,6,647,82,119,259
7969,stand,6,648,83,119,259
7970,stand,6,648,83,119,259
7971,stand,6,647,81,119,259
7972,stand,6,648,82,119,259
7973,stand,6,647,82,119,259
7974,stand,6,648,81,119,259
7975,stand,6,647,81,119,259
7976,stand,6,647,82,119,259
7977,stand,6,648,81,119,259
7978,stand,6,648,81,119,259
7979,stand,6,648,81,119,259
7980,stand,6,648,82,119,259
7981,stand,6,648,82,119,259
7982,stand,6,648,83,119,259
7983,stand,6,648,82,119,259
7984,stand,6,647,82,119,259
7985,stand,6,647,82,119,259
7986,stand,6,647,82,119,259
7987,stand,6,647,82,119,259
7988,stand,6,648,82,119,259
7989,stand,6,648,82,119,259
7990,stand,6,648,83,119,259
7991,stand,6,647,82,119,259
7992,stand,6,647,83,119,259
7993,stand,6,647,82,119,259
7994,stand,6,647,82,119,259
7995,stand,6,652,100,119,235
7996,stand,6,650,98,119,235
7997,stand,6,654,102,113,224
7998,stand,6,654,102,113,224
7999,stand,6,653,102,113,224
8000,stand,6,653,101,113,224
8001,stand,6,653,102,113,224
8002,stand,6,654,102,113,224
8003,stand,6,654,101,113,224
8004,stand,6,653,101,113,224
8005,stand,6,654,102,113,224
8006,stand,6,653,102,113,224
8007,stand,6,653,101,113,224
8008,stand,6,652,101,113,224
8009,stand,6,653,102,113,224
8010,stand,6,652,101,113,224
8011,stand,6,653,102,113,224
8012,stand,6,652,102,113,224
8013,stand,6,653,103,113,224
8014,stand,6,653,102,113,224
8015,stand,6,652,103,113,224
8016,stand,6,653,102,113,224
8017,stand,6,653,104,113,224
8018,stand,6,653,104,113,224
8019,stand,6,650,97,119,235
8020,stand,6,651,99,119,235
8021,stand,6,651,98,119,235
8022,stand,6,651,98,119,235
8023,stand,6,651,85,119,248
8024,stand,6,648,89,119,248
8025,stand,6,652,95,113,236
8026,stand,6,651,94,113,236
8027,stand,6,651,94,113,236
8028,stand,6,652,95,113,236
8029,stand,6,651,94,113,236
8030,stand,6,651,79,113,252
8031,stand,6,649,85,113,252
8032,stand,6,649,84,113,252
