"0,lie/sleep,18,357,80,226,117"
"1,lie/sleep,18,361,80,226,117"
"2,lie/sleep,18,357,83,226,117"
"3,lie/sleep,18,357,84,226,117"
"4,lie/sleep,18,363,79,226,117"
"5,lie/sleep,18,372,77,226,117"
"6,lie/sleep,18,371,76,226,117"
"7,lie/sleep,18,363,73,226,117"
"8,lie/sleep,18,369,75,226,117"
"9,lie/sleep,18,370,72,226,117"
"10,lie/sleep,18,368,73,226,117"
"11,lie/sleep,18,362,79,226,117"
"12,lie/sleep,18,359,81,226,117"
"13,lie/sleep,18,369,75,226,117"
"14,lie/sleep,18,363,72,226,117"
"15,lie/sleep,18,360,73,226,117"
"16,lie/sleep,18,373,70,226,117"
"17,lie/sleep,18,367,73,226,117"
"18,lie/sleep,18,364,73,226,117"
"19,lie/sleep,18,370,74,226,117"
"20,lie/sleep,18,364,76,226,117"
"21,lie/sleep,18,357,75,226,117"
"22,lie/sleep,18,359,73,226,117"
"23,lie/sleep,18,370,75,226,117"
"24,lie/sleep,18,372,73,226,117"
"25,lie/sleep,18,368,74,226,117"
"26,lie/sleep,18,359,76,226,117"
"27,lie/sleep,18,367,71,226,117"
"28,lie/sleep,18,358,73,226,117"
"29,lie/sleep,18,360,73,226,117"
"30,lie/sleep,18,360,71,226,117"
"31,lie/sleep,18,368,70,226,117"
"32,lie/sleep,18,362,76,226,117"
"33,lie/sleep,18,358,78,226,117"
"34,lie/sleep,18,364,79,226,117"
"35,lie/sleep,18,357,82,226,117"
"36,lie/sleep,18,363,77,226,117"
"37,lie/sleep,18,364,79,226,117"
"38,lie/sleep,18,360,79,226,117"
"39,lie/sleep,18,357,80,226,117"
"40,lie/sleep,18,356,75,226,117"
"41,lie/sleep,18,363,79,226,117"
"42,lie/sleep,18,371,79,226,117"
"43,lie/sleep,18,356,78,226,117"
"44,lie/sleep,18,354,80,226,117"
"45,lie/sleep,18,361,78,226,117"
"46,lie/sleep,18,356,79,226,117"
"47,lie/sleep,18,352,80,226,117"
"48,lie/sleep,18,352,82,226,117"
"49,lie/sleep,18,350,81,226,117"
"50,lie/sleep,18,354,80,226,117"
"51,lie/sleep,18,359,79,226,117"
"52,lie/sleep,18,364,78,226,117"
"53,lie/sleep,18,355,78,226,117"
"54,lie/sleep,18,357,78,226,117"
"55,lie/sleep,18,358,78,226,117"
"56,lie/sleep,18,356,82,226,117"
"57,lie/sleep,18,358,76,226,117"
"58,lie/sleep,18,354,76,226,117"
"59,lie/sleep,18,355,77,226,117"
"60,lie/sleep,18,361,81,226,117"
"61,lie/sleep,18,359,75,226,117"
"62,lie/sleep,18,352,75,226,117"
"63,lie/sleep,18,359,79,226,117"
"64,lie/sleep,18,369,75,226,117"
"65,lie/sleep,18,357,80,226,117"
"66,lie/sleep,18,358,80,226,117"
"67,lie/sleep,18,361,79,226,117"
"68,lie/sleep,18,358,78,226,117"
"69,lie/sleep,18,366,74,226,117"
"70,lie/sleep,18,364,79,226,117"
"71,lie/sleep,18,361,79,226,117"
"72,lie/sleep,18,355,81,226,117"
"73,lie/sleep,18,357,79,226,117"
"74,lie/sleep,18,354,79,226,117"
"75,lie/sleep,18,356,80,226,117"
"76,lie/sleep,18,353,83,226,117"
"77,lie/sleep,18,356,82,226,117"
"78,lie/sleep,18,357,79,226,117"
"79,lie/sleep,18,359,79,226,117"
"80,lie/sleep,18,355,82,226,117"
"81,lie/sleep,18,351,79,226,117"
"82,lie/sleep,18,354,80,226,117"
"83,lie/sleep,18,355,80,226,117"
"84,lie/sleep,18,359,79,226,117"
"85,lie/sleep,18,357,79,226,117"
"86,lie/sleep,18,354,80,226,117"
"87,lie/sleep,18,360,79,226,117"
"88,lie/sleep,18,363,79,226,117"
"89,lie/sleep,18,353,81,226,117"
"90,lie/sleep,18,352,82,226,117"
"91,lie/sleep,18,369,78,226,117"
"92,lie/sleep,18,356,81,226,117"
"93,lie/sleep,18,350,83,226,117"
"94,lie/sleep,18,361,82,226,117"
"95,lie/sleep,18,354,82,226,117"
"96,lie/sleep,18,353,81,226,117"
"97,lie/sleep,18,356,83,226,117"
"98,lie/sleep,18,353,79,226,117"
"99,lie/sleep,18,355,80,226,117"
"100,lie/sleep,18,356,79,226,117"
"101,lie/sleep,18,354,79,226,117"
"102,lie/sleep,18,357,78,226,117"
"103,lie/sleep,18,362,79,226,117"
"104,lie/sleep,18,358,77,226,117"
"105,lie/sleep,18,351,79,226,117"
"106,lie/sleep,18,357,81,226,117"
"107,lie/sleep,18,353,78,226,117"
"108,lie/sleep,18,352,80,226,117"
"109,lie/sleep,18,359,81,226,117"
"110,lie/sleep,18,354,81,226,117"
"111,lie/sleep,18,358,80,226,117"
"112,lie/sleep,18,349,81,226,117"
"113,lie/sleep,18,357,82,226,117"
"114,lie/sleep,18,359,79,226,117"
"115,lie/sleep,18,353,80,226,117"
"116,lie/sleep,18,352,81,226,117"
"117,lie/sleep,18,357,79,226,117"
"118,lie/sleep,18,357,80,226,117"
"119,lie/sleep,18,359,79,226,117"
"120,lie/sleep,18,354,80,226,117"
"121,lie/sleep,18,360,79,226,117"
"122,lie/sleep,18,359,78,226,117"
"123,lie/sleep,18,356,79,226,117"
"124,lie/sleep,18,362,79,226,117"
"125,lie/sleep,18,356,79,226,117"
"126,lie/sleep,18,356,79,226,117"
"127,lie/sleep,18,357,83,226,117"
"128,lie/sleep,18,361,79,226,117"
"129,lie/sleep,18,356,81,226,117"
"130,lie/sleep,18,364,77,226,117"
"131,lie/sleep,18,361,79,226,117"
"132,lie/sleep,18,358,79,226,117"
"133,lie/sleep,18,360,76,226,117"
"134,lie/sleep,18,360,80,226,117"
"135,lie/sleep,18,357,77,226,117"
"136,lie/sleep,18,361,78,226,117"
"137,lie/sleep,18,359,81,226,117"
"138,lie/sleep,18,363,78,226,117"
"139,lie/sleep,18,360,77,226,117"
"140,lie/sleep,18,356,80,226,117"
"141,lie/sleep,18,357,79,226,117"
"142,lie/sleep,18,359,77,226,117"
"143,lie/sleep,18,353,81,226,117"
"144,lie/sleep,18,353,80,226,117"
"145,lie/sleep,18,358,80,226,117"
"146,lie/sleep,18,360,77,226,117"
"147,lie/sleep,18,358,81,226,117"
"148,lie/sleep,18,359,78,226,117"
"149,lie/sleep,18,358,78,226,117"
"150,lie/sleep,18,355,80,226,117"
"151,lie/sleep,18,360,78,226,117"
"152,lie/sleep,18,359,78,226,117"
"153,lie/sleep,18,357,77,226,117"
"154,lie/sleep,18,360,79,226,117"
"155,lie/sleep,18,359,79,226,117"
"156,lie/sleep,18,356,80,226,117"
"157,lie/sleep,18,358,82,226,117"
"158,lie/sleep,18,358,79,226,117"
"159,lie/sleep,18,354,81,226,117"
"160,lie/sleep,18,357,81,226,117"
"161,lie/sleep,18,357,79,226,117"
"162,lie/sleep,18,356,82,226,117"
"163,lie/sleep,18,360,79,226,117"
"164,lie/sleep,18,355,78,226,117"
"165,lie/sleep,18,358,82,226,117"
"166,lie/sleep,18,356,80,226,117"
"167,lie/sleep,18,357,84,226,117"
"168,lie/sleep,18,355,83,226,117"
"169,lie/sleep,18,353,83,226,117"
"170,lie/sleep,18,356,81,226,117"
"171,lie/sleep,18,356,79,226,117"
"172,lie/sleep,18,357,79,226,117"
"173,lie/sleep,18,347,83,226,117"
"174,lie/sleep,18,356,81,226,117"
"175,lie/sleep,18,357,80,226,117"
"176,lie/sleep,18,360,81,226,117"
"177,lie/sleep,18,360,79,226,117"
"178,lie/sleep,18,355,82,226,117"
"179,lie/sleep,18,359,80,226,117"
"180,lie/sleep,18,358,79,226,117"
"181,lie/sleep,18,359,78,226,117"
"182,lie/sleep,18,359,77,226,117"
"183,lie/sleep,18,358,79,226,117"
"184,lie/sleep,18,357,80,226,117"
"185,lie/sleep,18,360,79,226,117"
"186,lie/sleep,18,360,78,226,117"
"187,lie/sleep,18,356,80,226,117"
"188,lie/sleep,18,358,81,226,117"
"189,lie/sleep,18,356,79,226,117"
"190,lie/sleep,18,356,80,226,117"
"191,lie/sleep,18,356,79,226,117"
"192,lie/sleep,18,358,80,226,117"
"193,lie/sleep,18,359,79,226,117"
"194,lie/sleep,18,357,80,226,117"
"195,lie/sleep,18,358,80,226,117"
"196,lie/sleep,18,357,80,226,117"
"197,lie/sleep,18,357,78,226,117"
"198,lie/sleep,18,353,82,226,117"
"199,lie/sleep,18,357,81,226,117"
"200,lie/sleep,18,358,81,226,117"
"201,lie/sleep,18,353,81,226,117"
"202,lie/sleep,18,354,81,226,117"
"203,lie/sleep,18,355,80,226,117"
"204,lie/sleep,18,352,81,226,117"
"205,lie/sleep,18,359,78,226,117"
"206,lie/sleep,18,356,79,226,117"
"207,lie/sleep,18,358,78,226,117"
"208,lie/sleep,18,355,80,226,117"
"209,lie/sleep,18,354,82,226,117"
"210,lie/sleep,18,358,79,226,117"
"211,lie/sleep,18,355,80,226,117"
"212,lie/sleep,18,357,79,226,117"
"213,lie/sleep,18,359,78,226,117"
"214,lie/sleep,18,356,78,226,117"
"215,lie/sleep,18,359,79,226,117"
"216,lie/sleep,18,355,77,226,117"
"217,lie/sleep,18,358,80,226,117"
"218,lie/sleep,18,358,79,226,117"
"219,lie/sleep,18,356,79,226,117"
"220,lie/sleep,18,357,80,226,117"
"221,lie/sleep,18,355,79,226,117"
"222,lie/sleep,18,354,80,226,117"
"223,lie/sleep,18,354,80,226,117"
"224,lie/sleep,18,353,81,226,117"
"225,lie/sleep,18,356,79,226,117"
"226,lie/sleep,18,358,79,226,117"
"227,lie/sleep,18,357,77,226,117"
"228,lie/sleep,18,356,76,226,117"
"229,lie/sleep,18,360,79,226,117"
"230,lie/sleep,18,360,76,226,117"
"231,lie/sleep,18,362,75,226,117"
"232,lie/sleep,18,361,76,226,117"
"233,lie/sleep,18,353,78,226,117"
"234,lie/sleep,18,356,80,226,117"
"235,lie/sleep,18,356,81,226,117"
"236,lie/sleep,18,356,80,226,117"
"237,lie/sleep,18,356,78,226,117"
"238,lie/sleep,18,354,78,226,117"
"239,lie/sleep,18,356,81,226,117"
"240,lie/sleep,18,353,79,226,117"
"241,lie/sleep,18,354,78,226,117"
"242,lie/sleep,18,354,79,226,117"
"243,lie/sleep,18,352,78,226,117"
"244,lie/sleep,18,355,79,226,117"
"245,lie/sleep,18,354,78,226,117"
"246,lie/sleep,18,356,81,226,117"
"247,lie/sleep,18,361,81,226,117"
"248,lie/sleep,18,355,77,226,117"
"249,lie/sleep,18,358,78,226,117"
"250,lie/sleep,18,358,77,226,117"
"251,lie/sleep,18,357,76,226,117"
"252,lie/sleep,18,360,79,226,117"
"253,lie/sleep,18,358,80,226,117"
"254,lie/sleep,18,358,78,226,117"
"255,lie/sleep,18,358,79,226,117"
"256,lie/sleep,18,354,77,226,117"
"257,lie/sleep,18,358,78,226,117"
"258,lie/sleep,18,358,81,226,117"
"259,lie/sleep,18,362,78,226,117"
"260,lie/sleep,18,358,79,226,117"
"261,lie/sleep,18,360,80,226,117"
"262,lie/sleep,18,357,80,226,117"
"263,lie/sleep,18,355,79,226,117"
"264,lie/sleep,18,354,79,226,117"
"265,lie/sleep,18,355,81,226,117"
"266,lie/sleep,18,355,81,226,117"
"267,lie/sleep,18,359,81,226,117"
"268,lie/sleep,18,359,80,226,117"
"269,lie/sleep,18,363,76,226,117"
"270,lie/sleep,18,364,78,226,117"
"271,lie/sleep,18,361,80,226,117"
"272,lie/sleep,18,359,78,226,117"
"273,lie/sleep,18,359,80,226,117"
"274,lie/sleep,18,357,79,226,117"
"275,lie/sleep,18,361,81,226,117"
"276,lie/sleep,18,362,78,226,117"
"277,lie/sleep,18,357,79,226,117"
"278,lie/sleep,18,361,81,226,117"
"279,lie/sleep,18,361,82,226,117"
"280,lie/sleep,18,359,80,226,117"
"281,lie/sleep,18,361,78,226,117"
"282,lie/sleep,18,356,79,226,117"
"283,lie/sleep,18,361,81,226,117"
"284,lie/sleep,18,355,80,226,117"
"285,lie/sleep,18,354,79,226,117"
"286,lie/sleep,18,361,79,226,117"
"287,lie/sleep,18,357,82,226,117"
"288,lie/sleep,18,358,79,226,117"
"289,lie/sleep,18,356,80,226,117"
"290,lie/sleep,18,357,79,226,117"
"291,lie/sleep,18,359,78,226,117"
"292,lie/sleep,18,357,79,226,117"
"293,lie/sleep,18,357,80,226,117"
"294,lie/sleep,18,357,79,226,117"
"295,lie/sleep,18,359,78,226,117"
"296,lie/sleep,18,357,81,226,117"
"297,lie/sleep,18,361,80,226,117"
"298,lie/sleep,18,357,81,226,117"
"299,lie/sleep,18,359,81,226,117"
"300,lie/sleep,18,359,80,226,117"
"301,lie/sleep,18,359,81,226,117"
"302,lie/sleep,18,358,81,226,117"
"303,lie/sleep,18,360,80,226,117"
"304,lie/sleep,18,358,79,226,117"
"305,lie/sleep,18,355,80,226,117"
"306,lie/sleep,18,360,79,226,117"
"307,lie/sleep,18,359,78,226,117"
"308,lie/sleep,18,361,79,226,117"
"309,lie/sleep,18,359,79,226,117"
"310,lie/sleep,18,364,78,226,117"
"311,lie/sleep,18,360,79,226,117"
"312,lie/sleep,18,363,80,226,117"
"313,lie/sleep,18,359,78,226,117"
"314,lie/sleep,18,357,80,226,117"
"315,lie/sleep,18,359,77,226,117"
"316,lie/sleep,18,357,79,226,117"
"317,lie/sleep,18,360,81,226,117"
"318,lie/sleep,18,359,79,226,117"
"319,lie/sleep,18,359,78,226,117"
"320,lie/sleep,18,364,77,226,117"
"321,lie/sleep,18,360,79,226,117"
"322,lie/sleep,18,359,79,226,117"
"323,lie/sleep,18,365,75,226,117"
"324,lie/sleep,18,366,62,226,117"
"325,lie/sleep,18,365,57,226,117"
"326,lie/sleep,18,369,54,226,117"
"327,lie/sleep,18,372,56,226,117"
"328,lie/sleep,18,374,65,226,117"
"329,lie/sleep,18,373,66,226,117"
"330,lie/sleep,18,373,64,226,117"
"331,lie/sleep,18,373,65,226,117"
"332,lie/sleep,18,378,61,226,117"
"333,lie/sleep,18,380,65,226,117"
"334,lie/sleep,18,376,60,226,117"
"335,lie/sleep,18,378,62,226,117"
"336,lie/sleep,18,379,61,226,117"
"337,lie/sleep,18,378,62,226,117"
"338,lie/sleep,18,379,66,226,117"
"339,lie/sleep,18,381,69,226,117"
"340,lie/sleep,18,380,61,226,117"
"341,lie/sleep,18,375,62,226,117"
"342,lie/sleep,18,374,67,226,117"
"343,lie/sleep,18,379,68,226,117"
"344,lie/sleep,18,378,67,226,117"
"345,lie/sleep,18,379,63,226,117"
"346,lie/sleep,18,375,66,226,117"
"347,lie/sleep,18,375,63,226,117"
"348,lie/sleep,18,375,63,226,117"
"349,lie/sleep,18,380,66,226,117"
"350,lie/sleep,18,381,65,226,117"
"351,lie/sleep,18,376,65,226,117"
"352,lie/sleep,18,376,63,226,117"
"353,lie/sleep,18,379,68,226,117"
"354,lie/sleep,18,379,65,226,117"
"355,lie/sleep,18,381,63,226,117"
"356,lie/sleep,18,377,65,226,117"
"357,lie/sleep,18,381,63,226,117"
"358,lie/sleep,18,380,73,226,117"
"359,lie/sleep,18,375,69,226,117"
"360,lie/sleep,18,377,70,226,117"
"361,lie/sleep,18,378,68,226,117"
"362,lie/sleep,18,381,69,226,117"
"363,lie/sleep,18,383,66,226,117"
"364,lie/sleep,18,381,63,226,117"
"365,lie/sleep,18,380,67,226,117"
"366,lie/sleep,18,378,70,226,117"
"367,lie/sleep,18,380,71,226,117"
"368,lie/sleep,18,381,69,226,117"
"369,lie/sleep,18,378,71,226,117"
"370,lie/sleep,18,379,72,226,117"
"371,lie/sleep,18,381,72,226,117"
"372,lie/sleep,18,378,76,226,117"
"373,lie/sleep,18,379,72,226,117"
"374,lie/sleep,18,378,72,226,117"
"375,lie/sleep,18,380,74,226,117"
"376,lie/sleep,18,382,72,226,117"
"377,lie/sleep,18,387,68,226,117"
"378,lie/sleep,18,381,72,226,117"
"379,lie/sleep,18,378,74,226,117"
"380,lie/sleep,18,383,75,226,117"
"381,lie/sleep,18,379,74,226,117"
"382,lie/sleep,18,378,74,226,117"
"383,lie/sleep,18,377,72,226,117"
"384,lie/sleep,18,374,74,226,117"
"385,lie/sleep,18,376,75,226,117"
"386,lie/sleep,18,375,74,226,117"
"387,lie/sleep,18,387,73,226,117"
"388,lie/sleep,18,382,72,226,117"
"389,lie/sleep,18,385,76,226,117"
"390,lie/sleep,18,387,74,226,117"
"391,lie/sleep,18,379,76,226,117"
"392,lie/sleep,18,377,77,226,117"
"393,lie/sleep,18,379,77,226,117"
"394,lie/sleep,18,376,75,226,117"
"395,lie/sleep,18,385,72,226,117"
"396,lie/sleep,18,383,76,226,117"
"397,lie/sleep,18,386,74,226,117"
"398,lie/sleep,18,383,73,226,117"
"399,lie/sleep,18,384,70,226,117"
"400,lie/sleep,18,384,69,226,117"
"401,lie/sleep,18,383,71,226,117"
"402,lie/sleep,18,387,71,226,117"
"403,lie/sleep,18,382,74,226,117"
"404,lie/sleep,18,378,77,226,117"
"405,lie/sleep,18,379,75,226,117"
"406,lie/sleep,18,379,76,226,117"
"407,lie/sleep,18,381,76,226,117"
"408,lie/sleep,18,380,73,226,117"
"409,lie/sleep,18,376,76,226,117"
