"0,,0,214,211,167,442"
"1,,0,198,211,167,442"
"2,,0,172,221,167,442"
"3,,0,141,224,167,442"
"4,,0,111,231,159,421"
"5,,0,82,236,151,401"
"6,,0,61,214,151,401"
"7,,0,38,202,151,401"
"8,,0,20,196,151,401"
"9,,0,5,185,151,401"
"10,,0,0,207,151,373"
"11,,0,0,209,151,373"
"12,,0,0,209,151,355"
"13,,0,-1,210,151,355"
"14,,0,0,210,137,332"
"15,,0,0,203,137,332"
"16,,0,-43,192,137,332"
"17,,0,-44,192,137,332"
"18,,0,-47,192,137,332"
"19,,0,-49,189,137,332"
"20,,0,-78,156,137,332"
"21,,0,-79,157,137,332"
"22,,0,-82,158,137,332"
"23,,0,-80,170,130,316"
"24,,0,-79,169,130,316"
"207,,0,0,298,33,88"
"208,,0,3,298,33,88"
"209,,0,-5,202,35,183"
"210,,0,0,206,35,183"
"211,,0,0,202,37,192"
"212,,0,2,202,37,192"
"213,,0,-2,175,43,225"
"214,,0,-1,184,43,225"
"215,,0,1,185,43,225"
"216,,0,0,180,45,236"
"217,,0,0,172,80,261"
"218,,0,0,183,80,261"
"219,,0,0,183,84,274"
"220,,0,0,180,88,288"
"221,,0,0,174,88,288"
"222,,0,1,179,84,274"
"223,,0,1,184,115,313"
"224,,0,0,190,115,313"
"225,,0,0,193,115,313"
"226,,0,1,196,115,313"
"227,,0,1,201,149,349"
"228,,0,0,204,149,349"
"229,,0,1,210,149,349"
"230,,0,1,214,149,349"
"231,,0,3,220,149,349"
"232,,0,11,227,149,349"
"233,,0,16,235,156,366"
"234,,0,20,245,164,385"
"235,,0,23,249,164,385"
"236,,0,30,253,164,385"
"237,,0,45,273,156,366"
"238,,0,58,284,156,366"
"239,,0,67,297,164,385"
"240,,0,71,291,172,404"
"241,,0,51,296,264,425"
"242,,0,57,295,264,425"
"243,,0,61,312,264,425"
"244,,0,90,358,264,425"
"245,,0,95,358,264,425"
"246,,0,134,364,251,405"
"247,,0,164,383,251,405"
"248,,0,175,407,251,405"
"249,,0,190,420,264,425"
"250,,0,224,446,264,425"
"251,,0,272,468,264,425"
"252,,0,286,502,264,425"
"253,,0,331,534,264,425"
"254,,0,359,581,277,446"
"255,,0,409,614,277,446"
"256,,0,491,654,277,446"
"1438,,0,603,636,196,84"
"1439,,0,521,590,254,133"
"1440,,0,425,561,290,162"
"1441,,0,355,551,290,162"
"1442,,0,286,544,290,162"
"1443,,0,258,524,326,197"
"1444,,0,199,484,310,235"
"1445,,0,157,485,310,235"
"1446,,0,117,467,310,253"
"1447,,0,82,434,310,286"
"1448,,0,56,398,310,322"
"1449,,0,56,398,282,322"
"1450,,0,29,376,282,344"
"1451,,0,18,375,249,344"
"1452,,0,1,376,249,344"
"1453,,0,-25,345,249,372"
"1454,,0,-33,341,249,372"
"1455,,0,-44,335,249,372"
"1456,,0,-48,330,249,372"
"1457,,0,-52,325,249,372"
"1458,,0,-76,294,237,354"
"1459,,0,-80,276,226,337"
"1460,,0,-79,265,215,321"
"1461,,0,-84,262,211,364"
"1462,,0,-86,261,211,364"
"1463,,0,-90,255,211,364"
"1464,,0,-93,250,211,364"
"1465,,0,-109,220,211,364"
"1466,,0,-115,226,211,364"
"1467,,0,-134,215,211,364"
"1468,,0,-144,192,211,364"
"1469,,0,-146,163,211,364"
"1470,,0,-147,154,211,364"
"1471,,0,-148,220,203,298"
"1472,,0,-149,219,203,298"
"1473,,0,-152,217,203,298"
"1474,,0,-168,168,203,298"
"1475,,0,-169,167,203,298"
"1738,,0,0,204,47,248"
"1739,,0,0,208,47,248"
"1740,,0,1,192,47,248"
"1741,,0,0,197,80,293"
"1742,,0,0,198,80,293"
"1743,,0,0,201,80,293"
"1744,,0,1,194,84,308"
"1745,,0,0,190,137,323"
"1746,,0,1,194,137,323"
"1747,,0,0,201,137,323"
"1748,,0,1,209,137,323"
"1749,,0,1,201,144,339"
"1750,,0,8,213,137,323"
"1751,,0,23,223,137,323"
"1752,,0,36,248,136,323"
"1753,,0,42,208,136,366"
"1754,,0,55,214,136,366"
"1755,,0,66,228,136,366"
"1756,,0,85,234,215,415"
"1757,,0,95,241,215,415"
"1758,,0,97,213,226,436"
"1759,,0,104,209,237,458"
"1760,,0,117,220,237,458"
"1761,,0,138,242,226,436"
"1762,,0,185,304,226,436"
"1763,,0,193,271,237,458"
"1764,,0,204,262,237,458"
"1765,,0,243,301,237,458"
"1766,,0,272,316,237,458"
"1767,,0,314,353,237,458"
"1768,,0,331,327,237,458"
"1769,,0,349,332,237,458"
"1770,,0,388,365,249,481"
"1771,,0,438,407,249,481"
"1772,,0,485,435,249,481"
"1773,,0,528,466,249,481"
"1774,,0,577,501,249,481"
"1775,,0,608,514,261,505"
"1776,,0,665,533,249,481"
"1777,,0,753,550,237,458"
"1778,,0,806,564,249,481"
"1779,,0,905,599,249,481"
"1780,,0,963,654,249,481"
"1798,,0,955,652,135,68"
"1799,,0,901,615,182,105"
"1800,,0,871,575,191,145"
"1801,,0,780,510,256,214"
"1802,,0,757,466,256,253"
"1803,,0,695,453,256,271"
"1804,,0,677,428,219,298"
"1805,,0,659,389,219,328"
"1806,,0,611,352,246,382"
"1807,,0,599,338,246,382"
"1808,,0,558,294,312,425"
"1809,,0,553,287,312,425"
"1810,,0,565,270,297,405"
"1811,,0,569,241,297,480"
"1812,,0,587,228,222,480"
"1813,,0,602,206,222,480"
"1814,,0,601,189,222,480"
"1815,,0,607,178,211,457"
"1816,,0,615,166,201,435"
"1817,,0,618,152,201,435"
"1818,,0,627,138,192,415"
"1819,,0,633,129,192,415"
"1820,,0,643,117,192,415"
"1821,,0,654,101,192,415"
"1822,,0,662,84,192,415"
"1823,,0,666,73,192,415"
"1824,,0,704,89,113,404"
"1825,,0,706,65,113,404"
"1826,,0,707,62,108,385"
"1827,,0,703,69,108,352"
"1828,,0,702,52,108,352"
"1829,,0,703,43,108,352"
"1830,,0,706,60,103,317"
"1831,,0,708,46,103,317"
"1832,,0,703,41,103,317"
"1833,,0,701,40,98,302"
"1834,,0,696,46,93,288"
"1835,,0,686,44,93,288"
"1836,,0,679,45,93,288"
"1837,,0,675,44,89,274"
"1838,,0,668,48,89,274"
"1839,,0,665,48,89,274"
"1840,,0,664,45,85,261"
"1841,,0,664,41,85,261"
"1842,,0,667,38,85,261"
"1843,,0,669,37,85,261"
"1844,,0,672,35,85,261"
"1845,,0,675,36,85,261"
"1846,,0,676,38,85,261"
"1847,,0,677,38,85,261"
"1848,,0,680,43,81,248"
"1849,,0,682,49,77,237"
"1850,,0,683,49,77,237"
"1851,,0,682,50,77,237"
"1852,,0,682,47,77,237"
"1853,,0,683,52,73,225"
"1854,,0,682,47,77,237"
"1855,,0,681,46,77,237"
"1856,,0,679,44,77,237"
"1857,,0,678,44,77,237"
"1858,,0,678,43,77,237"
"1859,,0,676,44,77,237"
"1860,,0,645,40,108,239"
"1861,,0,653,43,108,239"
